a,b,c
7443788,5576585,13
7878763,5576585,13
4889500,5560710,13
5313362,5560710,13
5737225,5560710,13
874712,5568648,13
1276350,5568648,13
1679575,5568648,13
2081213,5568648,13
2516188,5567060,13
2921000,5567060,13
3327400,5567060,13
3733800,5567060,13
6154737,5549598,13
174943,27536,1
174945,237215,1
174945,237215,1
1516593,1859437,19
412865,1987368,17
412865,2857817,17
412865,3668552,17
412865,4522408,17
1507070,5212079,17
4549735,5212079,17
2337160,4460001,17
1633777,4460001,17
3878796,4770749,1
2185839,4599618,1
3192995,4600995,1
4814113,4598491,1
1833889,3113077,1
5772310,1991808,25
5598286,1986190,1
5772312,4380260,25
5598286,4380260,1
5772312,3334194,25
5598286,3334194,1
2534442,5212079,17
3546923,5212079,17
2506122,4314883,9
3482916,3519420,9
3077140,3930901,9
4050822,3102697,9
4471087,2323687,1
1591894,3905886,9
174945,237215,1
1080336,1009609,1
1079917,1024997,1
1192630,1406484,1
174945,6592150,1
4267618,4200483,9
4267618,3428958,9
4267618,2733633,9
4267618,2066883,9
2337217,1993858,24-52
2568992,4702133,9
2151481,4702133,9
2568992,4284622,9
2568992,3989347,9
1732381,3989347,9
1165642,4997408,1
1165642,4457658,1
5431256,5749883,1
1165642,4162383,1
1165642,3867108,1
5475706,1797008,1
5434431,4759283,1
5434431,3692483,1
5434431,2959058,1
5434431,2278021,1
3254793,5749883,1
3348456,4167147,1
3257968,5211722,1
3257968,4854533,1
2867442,4597358,1
3656431,4411622,1
6908361,1801771,1
6908361,1567436,1
7040899,1865271,1
7040899,2239063,1
7040899,2925378,1
7040899,3658461,1
7040899,4725646,1
174945,6235267,17
317779,1192133,1
174945,237215,1
174945,6598377,1
174945,673793,17
410066,1359392,17
410066,1532278,1
5601348,1215663,17
1772271,1215663,17
1772271,1533899,1
3019474,1215663,17
3019474,1533899,1
4310410,1221401,17
4308790,1533899,1
5601348,1532278,1
1524451,1457770,1
5601348,1583661,17
5601348,1735046,9
174945,6149590,17
367266,1804397,1
8354346,879029,1
8138459,860413,1
7771920,635592,1
7565558,616977,1
8354346,635592,1
8138459,616977,1
7771920,879029,1
7565558,860413,1
1727200,1727200,24-58
1816100,5302250,1
422275,5302250,1
422275,5454650,1
1816100,5454650,1
422275,5149850,1
1816100,5149850,1
422275,4997450,1
1816100,4997450,1
422275,3178175,1
422275,4235450,1
1835150,3330575,1
422275,3630612,1
1825625,4387850,1
422275,2873375,1
422275,4540250,1
1825625,4235450,1
1825625,4083050,1
422275,4692650,1
1816100,4540250,1
1816100,4845050,1
422275,3930650,1
1816100,4692650,1
1825625,3930650,1
422275,4845050,1
422275,3778250,1
1825625,3778250,1
422275,4387850,1
422275,3482975,1
1835150,3630612,1
422275,4083050,1
1835150,3482975,1
422275,3330575,1
1854200,3178175,1
422275,3025775,1
1901850,3025775,1
1968500,2416175,17
422275,2263775,1
422275,2111375,1
1921287,2720975,1
2216150,2111375,17
422275,2720975,1
2330450,1958975,17
1949450,2568575,17
422275,2416175,1
1911568,2873375,1
422275,2568575,1
2111375,2263775,17
422275,1806017,1
422275,1958975,1
2654300,1806017,17
2946400,1727200,24-58
3171825,1800225,9
3171825,4525962,9
3171825,3916362,9
3108325,5638800,1
3171825,3621087,9
3171825,3316287,9
3171825,2706688,9
3171825,2859088,9
3171825,2554288,9
3171825,2249488,9
3044825,5830887,1
3921125,4540250,1
4089401,1727200,24-58
4333875,5372100,9
4333875,4873625,9
5362575,2646363,9
4391025,2597150,9
5438775,5067300,9
4279900,4000500,9
5362575,4922837,9
4770437,5454650,1
4770437,4540250,1
4770437,4387850,1
5464175,5302250,1
4683125,5149850,1
5464175,4997450,17
4535487,3630612,1
5087937,3778250,1
4440237,3482975,1
4997450,3178175,17
5092700,3630612,1
7820025,5146675,5
7877175,5146675,5
7820025,5146675,5
6299200,5638800,1
6362700,2701925,9
6362700,4826000,9
6362700,1800225,9
6362700,3006725,9
6362700,3763962,9
8340725,5145087,1
6308725,5830887,1
7445375,5449887,1
7207250,4840287,1
174943,27536,1
8710727,240787,13
3128990,672699,1
3185296,947194,17
3128990,3440152,1
6083036,3440152,1
6083036,672699,1
174945,3440152,1
174945,672699,1
3128990,672699,17
3128990,3440153,17
174945,672699,17
6083036,672699,17
174945,3440152,17
6083036,3440152,17
6139341,947194,17
6139341,3717925,17
231250,947194,17
231250,3717925,17
3185296,3717925,17
5526473,402339,17
258763,4542702,17
258763,5013325,17
174945,237215,1
174945,6235267,17
6629400,5430837,9
6483350,5746750,1
8255000,5746750,1
7310438,5334000,1
7369175,5746750,1
228600,2646363,1
228600,1874838,1
228600,2389188,1
228600,2132013,1
333375,2903538,1
228600,1617662,1
2651125,3089275,1
1489075,3089275,1
536575,1528762,1
358775,3089275,1
174945,6442595,1
2451100,5689600,1
1216025,5689600,1
2330450,1012825,9
1447800,1012825,9
2651125,957262,1
1768475,957262,1
174943,27536,1
6191250,2109788,9
6629400,2763838,9
7310438,2667000,1
8255000,3079750,1
7369175,3079750,1
6483350,3079750,1
3238500,2109788,9
3676650,1733550,9
5260975,3079750,1
4181475,1641475,1
4375150,3079750,1
3530600,3079750,1
1771270,4500276,17
1771270,5049382,17
2420558,4500276,17
2420558,5049382,17
1121982,4500276,17
1121982,5049382,17
4578350,5348287,1
3182938,5272087,1
3182938,4610100,1
5683250,4686300,1
3182938,4024312,1
4398962,4024312,1
4421187,4686300,1
5387975,4024312,1
6402387,296863,1
7675563,296863,1
6642100,295275,1
7915275,295275,1
5322832,3888223,9
5111750,4303712,17
5195887,4571255,9
5000626,4979987,17
5445125,5202947,9
5249862,5659437,17
5121607,5867541,17
8612413,159496,13
75188,832103,17
3137866,832103,17
7652553,854524,1
7652553,854524,1
7652553,1066890,1
6557374,1120088,1
6309848,1116863,1
7384344,1120088,1
7136818,1116863,1
8211315,1120088,1
7963789,1116863,1
4225845,1395892,17
5172654,1395892,17
6132891,1395892,17
6985689,1395892,17
3214042,2913610,17
3280872,3017676,17
3351748,3102992,17
3227794,3897855,17
3280872,3983590,17
3358624,4068907,17
4210177,2201533,17
4210177,2201533,9
4724129,2427575,17
4310979,2239412,17
7886568,5027023,17
5172654,2201533,17
5172654,2201533,9
5686605,2427575,17
5273456,2239412,17
6132891,2201533,17
6132891,2201533,9
6646843,2427575,17
6233693,2239412,17
6985689,2201533,17
6985689,2201533,9
7499642,2427575,17
7086492,2239412,17
4210177,3033639,17
4210177,3033639,9
4724129,3259680,17
4310979,3071518,17
5172654,3033639,17
5172654,3033639,9
5686605,3259680,17
5273456,3071518,17
6132891,3033639,17
6132891,3033639,9
6646843,3259680,17
6233693,3071518,17
6985689,3033639,17
6985689,3033639,9
7499642,3259680,17
7086492,3071518,17
4210177,3919913,17
4210177,3919913,9
4724129,4145955,17
4310979,3957794,17
5172654,3919913,17
5172654,3919913,9
5686605,4145955,17
5273456,3957794,17
6132891,3919913,17
6132891,3919913,9
6646843,4145955,17
6233693,3957794,17
6985689,3919913,17
6985689,3919913,9
7499642,4145955,17
7086492,3957794,17
4210177,5033107,17
3214042,2201533,17
7895680,1395892,17
4194535,4815951,9
4194535,4891801,9
5149908,4815951,9
5149908,4891801,9
6129666,4815951,9
6129666,4891801,9
7023224,4815951,9
7023224,4891801,9
5172654,5033107,17
6132891,5033107,17
7032452,5033107,17
8309478,3985983,17
8309478,3111140,17
8309478,2229593,17
3214042,3777003,9
3214042,2804238,9
6922214,1425575,9
6014737,1425575,9
5086634,1425575,9
7830971,1425575,9
7891526,4815951,9
7891526,4891801,9
4205120,4424022,1
6773072,3132790,1
3722525,5475411,17
7514059,230188,1
7514059,230188,1
7514059,442553,1
154484,1317627,1
154484,868363,1
154484,1366837,25
3183434,1317628,1
3183434,1084265,1
119062,6435725,1
5526473,402339,17
174945,237215,1
174945,6604334,1
174943,27536,1
4632766,945210,1
174945,945210,1
4632766,952905,17
174945,952905,17
5727698,1529410,24-59
8464550,2496198,1
6780213,2496198,1
6865938,4491685,1
4705350,2389834,1
4705350,4385323,1
8464550,4491685,1
6702753,5306073,17
7972235,1875484,9
7779676,2784705,17
4728054,1356373,17
7244460,3943998,9
7051902,4862107,17
1003300,1796109,24-53
287338,3066109,1
287338,5213998,1
287338,2164409,1
287338,2466034,1
3930650,1746898,1
3781425,5875985,1
287338,1869134,1
287338,3747148,1
287338,4494860,1
3152775,5875985,1
2528888,5875985,1
3302000,1746898,1
1163637,5875985,1
2054225,1789759,1
2676525,1746898,1
1425575,1823098,1
1912938,5875985,1
1201737,1502423,1
3078163,1502423,1
1830388,1502423,1
3706812,1502423,1
2454275,1502423,1
3592283,3607448,1
4131528,3412185,17
8710727,240787,13
119064,230189,1
254002,914400,1
119062,6358039,1
2219326,1079500,1
2214563,1293812,9
336550,2414588,9
336550,3836987,9
336550,4727575,9
336550,5437187,9
2219326,1357312,25
2219326,2482851,25
2219326,3937000,25
2219326,4768851,25
2311400,5497514,25
352427,1357315,1
352427,2482851,1
352427,3898900,1
352427,4764087,1
352427,5468939,1
1487487,1774825,1
1487487,2098676,1
1511300,1901826,1
1495425,1879601,1
1495425,2074863,1
1873251,1901826,1
1857375,1879601,1
1857375,2074863,1
1692275,1901826,1
1676400,1879601,1
1676400,2074863,1
1487487,3367087,1
1487487,3690937,1
1511300,3492500,1
1495425,3471862,1
1495425,3667126,1
1873251,3492500,1
1857375,3471862,1
1857375,3667126,1
1692275,3492500,1
1676400,3471862,1
1676400,3667126,1
1487487,4243389,1
1487487,4567237,1
1511300,4368800,1
1495425,4346576,1
1495425,4543426,1
1873251,4368800,1
1857375,4346576,1
1857375,4543426,1
1692275,4368800,1
1676400,4346576,1
1676400,4543426,1
1487487,4940300,1
1487487,5264150,1
1511300,5065712,1
1495425,5043487,1
1495425,5240337,1
1873251,5065712,1
1857375,5043487,1
1857375,5240337,1
1692275,5065712,1
1676400,5043487,1
1676400,5240337,1
1487487,5719762,1
1487487,6043612,1
1511300,5845175,1
1495425,5822950,1
1495425,6019801,1
1873251,5845175,1
1857375,5822950,1
1857375,6019801,1
1692275,5845175,1
1676400,5822950,1
1676400,6019801,1
352425,1079500,1
352427,1295400,9
7551738,295275,13
1238250,685801,1
119062,6080125,17
119062,6435725,1
1435034,3397677,1
1760973,3650427,17
6422799,3650427,17
1435034,835605,1
1760973,965243,17
6266215,1060388,17
1435034,1689629,1
1758261,1819268,17
6425510,1819268,17
1435034,2543653,1
1770975,2796402,17
6505057,2796402,17
4227529,1508318,1
1435034,4251700,1
1760973,4381339,17
6422799,4381339,17
1435034,5105720,1
1760973,5147900,17
6266215,5361282,17
4227529,4924414,1
4281203,5032545,5
4281203,5075263,5
4227529,3216367,1
4281203,3345858,5
4282545,3345858,5
4227529,2362343,1
4281203,2491833,5
4282545,2491833,5
4227529,4070391,1
4286691,4179320,1
4329586,4109803,1
4329586,4232566,1
174945,237215,1
543748,1162305,1
174945,237215,1
2199229,1328245,1
2199231,1542416,1
658586,1328241,1
2199231,4219600,9
2199231,2982815,9
658586,4308618,17
2199229,4308618,25
658586,3071832,17
2199229,3071832,25
658586,1626691,17
2199229,1626691,25
341526,1752830,1
5009024,1883025,1
3850173,3572573,1
5108771,1964351,25
473907,4247815,17
1938030,4247815,25
473907,3072346,17
1938030,3072346,25
473907,1896878,17
1938030,1896878,25
1938030,2977054,9
1938030,4152524,9
174945,913206,1
174945,237215,1
263914,975982,17
263914,1486891,1
4356167,2037878,17
4356167,3437054,17
1711480,5197109,17
3059269,5197109,17
263914,5197109,17
6965057,975982,17
6965057,1486891,1
4305922,975982,17
4305922,1486891,1
4305922,1532663,17
5354258,1532663,17
174945,6577797,1
174945,5927478,17
7467048,2037878,17
7467048,3451342,17
4305922,2867580,9
2643188,2639487,9
2643188,1855264,9
1422400,1799700,24-52
430212,4052363,1
430212,3295124,1
3249613,1585388,1
3271837,4922313,1
1927225,4922313,1
1905000,2949050,1
5642550,2037878,17
5642550,3437054,17
7959019,3875497,9
6457043,4263537,1
174943,27536,1
174945,237215,1
174943,27536,1
669535,1287388,1
669535,1281006,1
742028,1683877,25
4617987,1287388,1
4617987,1281006,1
4703255,1683877,25
7175103,334158,1
7175103,334158,1
7175103,546525,1
8710727,240787,13
174945,1187169,1
265113,1606137,17
5526473,402339,17
174945,237215,1
174945,1202557,17
1117599,3034888,24-52
5795962,5149436,5
5795962,5149436,5
5853112,5149436,5
5457825,2033174,9
1576387,3109499,9
5184775,2415762,1
2935288,3144424,1
5935662,5409786,1
5954712,2828512,1
5338762,5409786,1
5178425,3904836,1
4562475,5409786,1
4402137,4047711,1
3786187,5409786,1
3625850,4123911,1
3009900,5409786,1
2849563,4162011,1
2241550,5409786,1
2073275,4162011,1
1344612,5409786,1
1296987,4285836,1
8063230,929795,1
8063231,690351,1
8329930,928207,1
8329931,688764,1
1270844,5805487,1
2050634,5805487,1
2830426,5805487,1
4390008,5805487,1
5169799,5805487,1
274638,5748539,1
3610216,5805487,1
6953043,3416120,1
6953043,4512205,1
6762507,1617706,1
6762507,1840928,9
6762507,1925680,1
6762507,2158428,9
174943,27536,1
8070643,3416120,1
8070643,4512205,1
7880108,1617706,1
7880108,1840928,9
7880108,1925680,1
7880108,2158428,9
5949589,5805487,1
8710727,240787,13
6034087,3425825,1
241300,3425825,1
3138488,765175,1
3192463,1141412,17
241300,765175,1
6034087,765175,1
3138488,765175,17
241300,765175,17
6034087,765175,17
5526473,402339,17
241300,3425825,17
6034087,3425825,17
6088062,1141412,17
6088062,3802062,17
295275,1141412,17
295275,3786187,17
174945,237215,1
174945,6081366,17
6108700,4279900,24-52
6600825,4183062,9
6921500,4398962,1
8054975,5607050,1
7240588,5607050,1
6426200,5607050,1
2527300,2987675,1
2560638,1819275,1
1412875,2987675,1
1446212,2047875,1
1446212,1495425,1
339725,2987675,1
552450,1590675,1
552450,2066925,1
174945,6569791,1
1295400,1211262,9
2260600,1211262,9
2581275,1141412,1
1616075,1141412,1
6108700,1917700,24-52
6191250,1976438,9
6600825,1592262,9
8054975,2997200,1
8126413,1773238,1
7240588,2997200,1
7354888,2154238,1
6426200,2997200,1
6540500,2459038,1
6921500,1817688,1
3213100,1651000,24-52
3295650,1976438,9
3705225,1554162,9
4084637,1474787,1
5108575,2997200,1
4294187,2997200,1
3530600,2997200,1
3138488,3425825,1
3138488,3425825,17
3192463,3786187,17
4394200,3975100,24-58
5251450,4629150,1
4443412,4171950,1
3209925,4994275,1
3209925,4171950,1
5251450,5086350,1
3209925,4537075,1
4525962,5086350,1
4487862,4629150,1
5259387,4171950,1
4716462,3803650,1
4956175,3802062,1
5097462,4057650,9
4943475,4419600,17
4956175,4548187,9
4845050,4910137,17
5135562,5027612,9
5008562,5389562,17
4648200,5667375,17
314325,4286250,17
314325,4678362,17
1428750,5273675,1
2324100,5273675,1
1876425,5273675,1
1850692,4264119,17
1850692,4656232,17
2342483,4264119,17
2342483,4656232,17
1358900,4264119,17
1358900,4656232,17
174943,27536,1
7491332,320677,1
7491332,320677,1
7491332,533042,1
8710727,240787,13
119062,230188,1
3661624,1223962,17
4611734,1549334,9
4421392,1333500,17
4888072,1333500,17
5345236,1333500,17
5820104,1333500,17
6268072,1333500,17
6738264,1333500,17
7189407,1333500,17
7626373,1333500,17
8109814,1333500,17
4529106,1504950,1
4984710,1504950,1
5453324,1504950,1
5913566,1504950,1
6368214,1504950,1
6834902,1504950,1
7295842,1504950,1
7747138,1504950,1
8214156,1504950,1
8665405,1504950,1
8498323,1333500,17
6422223,907073,1
6200366,880765,1
6416919,678194,1
6200366,651887,1
8109525,907073,1
7877488,880765,1
8109525,678194,1
7877488,651887,1
3747222,1618957,17
5150351,1733238,1
5380685,1733238,1
5495852,1733238,1
5726186,1733238,1
5956520,1733238,1
6186854,1733238,1
6417188,1733238,1
5265518,1733238,1
5611019,1733238,1
5841353,1733238,1
6071687,1733238,1
6302021,1733238,1
6647522,1733238,1
6877856,1733238,1
7108190,1733238,1
6532356,1733238,1
6762690,1733238,1
6993024,1733238,1
7223358,1733238,1
7338524,1733238,1
7453692,1733238,1
7568858,1733238,1
7684026,1733238,1
7799192,1733238,1
7914360,1733238,1
8029526,1733238,1
8144694,1733238,1
8259860,1733238,1
8490194,1733238,1
8605373,1733238,1
4689683,1733238,1
4574516,1733238,1
4804850,1733238,1
5035184,1733238,1
4920017,1733238,1
3747222,2224708,17
3751550,4678371,25
5150351,2408236,1
5380685,2408236,1
5611019,2408236,1
5841353,2408236,1
6071687,2408236,1
5265518,2408236,1
5495852,2408236,1
5726186,2408236,1
5956520,2408236,1
6186854,2408236,1
6417188,2408236,1
6647522,2408236,1
6302021,2408236,1
6532356,2408236,1
6762690,2408236,1
6877856,2408236,1
6993024,2408236,1
7108190,2408236,1
7223358,2408236,1
7338524,2408236,1
7453692,2408236,1
7568858,2408236,1
4689683,2408236,1
4574516,2408236,1
4804850,2408236,1
5035184,2408236,1
4920017,2408236,1
7684026,2408236,1
7799192,2408236,1
7914360,2408236,1
8029526,2408236,1
8144694,2408236,1
8375028,2408236,1
8490194,2408236,1
8605373,2408236,1
8259860,2408236,1
3751550,3148426,17
6661500,3148426,17
119062,6519578,1
8375028,1733238,1
3751550,4026586,17
7322084,205779,1
7322084,205779,1
7322084,418145,1
4678593,907073,1
4446556,880765,1
5253323,1699072,17
6406646,1699072,17
6991384,1699072,17
7558316,1699072,17
8125158,1699072,17
119062,6317686,1
188930,1745046,5
188928,1593718,17
188930,1789576,25
174945,237215,1
121750,6478054,1
121752,6198965,17
7417062,201329,13
156610,4074674,1
6772619,790829,1
6772619,792288,1
6851700,821463,1
156610,790830,1
239215,821463,1
156610,790827,1
156610,2100209,1
239217,2130842,1
239217,4105307,1
6595958,3162300,1
6812149,3895666,17
239217,1094511,25
239217,2402838,25
239217,4375215,25
6851700,1094513,25
174943,27536,1
1331500,676321,1
1429254,991704,9
1429254,751586,17
174945,237215,1
1429254,1028581,25
7491332,320677,1
7491332,320677,1
7491332,533042,1
8612413,159496,13
0,2238375,1
-1,0,1
2640013,5199064,17
2640013,3907532,17
174945,237215,1
1553573,2285461,25
1553575,2692398,25
1553575,3121576,25
1553575,3528514,25
174945,949121,1
3841522,1350759,17
174945,6601934,1
674913,237215,1
1117600,1628569,24-53
1228725,1725409,9
3198813,1452359,1
2214563,4822621,1
4056062,1452359,1
2341563,1452359,1
1385887,4822621,1
1568450,1634920,1
3105150,4822621,1
1484312,1452359,1
3954462,4822621,1
6219825,1452359,1
5753100,4822621,1
777875,3125584,1
777875,1701595,1
5770562,1452359,1
4862512,4822621,1
4913312,1452359,1
174945,6235265,17
6817362,1377746,25
243115,1031671,17
243115,1271690,9
243115,5192509,17
1342082,5171871,1
2199490,5171871,1
3056900,5171871,1
3914309,5171871,1
4771718,5171871,1
243115,5517946,17
1342082,5590971,1
2199490,5590971,1
3056900,5590971,1
3914309,5590971,1
4771718,5590971,1
5629125,5590971,1
174943,27536,1
174945,237215,1
0,0,1
5278437,1225550,1
7996238,1225550,1
5295900,5305425,9
5295900,4714875,9
5353050,4124325,9
5362575,3533775,9
5362575,2943225,9
5400675,2352675,9
5486400,1762125,9
5292725,5476875,1
5292725,4886325,1
5353050,3705225,1
5359400,3114675,1
5387975,3846512,1
5387975,3255962,1
5426075,2665413,1
5511800,2074863,1
5511800,1484312,1
5321300,5618162,1
5321300,5027612,1
5378450,4437062,1
7988300,5305425,9
7997825,4714875,9
8083550,4124325,9
8093075,3533775,9
8102600,2943225,9
8169275,2352675,9
8321675,1762125,9
8093075,3114675,1
7985125,5476875,1
7988300,4886325,1
8083550,3705225,1
8013700,5610225,1
8023225,5019675,1
8108950,4429125,1
8118475,3838575,1
8128000,3248025,1
8194675,2657475,1
8347075,2066925,1
8347075,1476375,1
8545513,6435725,17
117475,1876425,9
117475,2473325,9
117475,3070225,9
117475,3667125,9
117475,4264025,9
117475,4860925,9
117475,5457825,9
6337300,5305425,9
6337300,4714875,9
6413500,4124325,9
6470650,3533775,9
6489700,2943225,9
6565900,2352675,9
6718300,1762125,9
6334125,4886325,1
6438900,4437062,1
6496050,3846512,1
6591300,2665413,1
6743700,2074863,1
6743700,1484312,1
7167563,5305425,9
7167563,4714875,9
7262813,4124325,9
7281863,3533775,9
7300913,2943225,9
7377113,2352675,9
7529513,1762125,9
7158038,5476875,1
7164388,4886325,1
7307263,3838575,1
7326313,3248025,1
7402513,2657475,1
7554913,2066925,1
7554913,1476375,1
7192963,5610225,1
7192963,5019675,1
7288213,4429125,1
2611438,2943225,9
2649538,2352675,9
2754313,1762125,9
2516188,5305425,9
2525713,4714875,9
2592388,4124325,9
2601913,3533775,9
2516188,4886325,1
2592388,3705225,1
2601913,3114675,1
2513013,5476875,1
2541588,5618162,1
